  0.1000E-01  0.6664E-02
  0.2000E-01  0.1333E-01
  0.3000E-01  0.4887E-01
  0.4000E-01  0.2666E-01
  0.5000E-01  0.4221E-01
  0.6000E-01  0.4665E-01
  0.7000E-01  0.4221E-01
  0.8000E-01  0.8441E-01
  0.9000E-01  0.3599E+00
  0.1000E+00  0.2053E+01
  0.1100E+00  0.1729E+02
  0.1200E+00  0.2221E+02
  0.1300E+00  0.8912E+01
  0.1400E+00  0.4443E+01
  0.1500E+00  0.3132E+01
  0.1600E+00  0.2628E+01
  0.1700E+00  0.2130E+01
  0.1800E+00  0.2188E+01
  0.1900E+00  0.2417E+01
  0.2000E+00  0.1466E+01
  0.2100E+00  0.1322E+01
  0.2200E+00  0.7242E+00
  0.2300E+00  0.1069E+01
  0.2400E+00  0.7064E+00
  0.2500E+00  0.7508E+00
  0.2600E+00  0.7486E+00
  0.2700E+00  0.4798E+00
  0.2800E+00  0.3932E+00
  0.2900E+00  0.3732E+00
  0.3000E+00  0.3110E+00
  0.3100E+00  0.2221E+00
  0.3200E+00  0.2155E+00
  0.3300E+00  0.8441E-01
  0.3400E+00  0.7109E-01
  0.3500E+00  0.1777E+00
  0.3600E+00  0.1311E+00
  0.3700E+00  0.5109E-01
  0.3800E+00  0.4887E-01
  0.3900E+00  0.5998E-01
  0.4000E+00  0.3776E-01
  0.4100E+00  0.5776E-01
  0.4200E+00  0.4665E-01
  0.4300E+00  0.4221E-01
  0.4400E+00  0.5554E-01
  0.4500E+00  0.3332E-01
  0.4600E+00  0.1999E-01
  0.4700E+00  0.3332E-01
  0.4800E+00  0.2888E-01
  0.4900E+00  0.1555E-01
  0.5000E+00  0.1111E-01
  0.5100E+00  0.0000E+00
  0.5200E+00  0.0000E+00
  0.5300E+00  0.0000E+00
  0.5400E+00  0.0000E+00
  0.5500E+00  0.0000E+00
  0.5600E+00  0.0000E+00
  0.5700E+00  0.0000E+00
  0.5800E+00  0.0000E+00
  0.5900E+00  0.0000E+00
  0.6000E+00  0.0000E+00
  0.6100E+00  0.0000E+00
  0.6200E+00  0.0000E+00
  0.6300E+00  0.0000E+00
  0.6400E+00  0.0000E+00
  0.6500E+00  0.0000E+00
  0.6600E+00  0.0000E+00
  0.6700E+00  0.0000E+00
  0.6800E+00  0.0000E+00
  0.6900E+00  0.0000E+00
  0.7000E+00  0.0000E+00
  0.7100E+00  0.0000E+00
  0.7200E+00  0.0000E+00
  0.7300E+00  0.0000E+00
  0.7400E+00  0.0000E+00
  0.7500E+00  0.0000E+00
  0.7600E+00  0.0000E+00
  0.7700E+00  0.0000E+00
  0.7800E+00  0.0000E+00
  0.7900E+00  0.0000E+00
  0.8000E+00  0.0000E+00
  0.8100E+00  0.0000E+00
  0.8200E+00  0.0000E+00
  0.8300E+00  0.0000E+00
  0.8400E+00  0.0000E+00
  0.8500E+00  0.0000E+00
  0.8600E+00  0.0000E+00
  0.8700E+00  0.0000E+00
  0.8800E+00  0.0000E+00
  0.8900E+00  0.0000E+00
  0.9000E+00  0.0000E+00
  0.9100E+00  0.0000E+00
  0.9200E+00  0.0000E+00
  0.9300E+00  0.0000E+00
  0.9400E+00  0.0000E+00
  0.9500E+00  0.0000E+00
  0.9600E+00  0.0000E+00
  0.9700E+00  0.0000E+00
  0.9800E+00  0.0000E+00
  0.9900E+00  0.0000E+00
  0.1000E+01  0.0000E+00
