  0.1000E-01  0.3000E-03
  0.2000E-01  0.5000E-03
  0.3000E-01  0.2700E-02
  0.4000E-01  0.8900E-02
  0.5000E-01  0.2090E-01
  0.6000E-01  0.2470E-01
  0.7000E-01  0.4950E-01
  0.8000E-01  0.5230E-01
  0.9000E-01  0.3770E-01
  0.1000E+00  0.1095E+00
  0.1100E+00  0.1814E+00
  0.1200E+00  0.1279E+00
  0.1300E+00  0.1030E+00
  0.1400E+00  0.1428E+00
  0.1500E+00  0.1877E+00
  0.1600E+00  0.1034E+00
  0.1700E+00  0.1410E+00
  0.1800E+00  0.1668E+00
  0.1900E+00  0.1471E+00
  0.2000E+00  0.1309E+00
  0.2100E+00  0.1522E+00
  0.2200E+00  0.1591E+00
  0.2300E+00  0.1613E+00
  0.2400E+00  0.1189E+00
  0.2500E+00  0.1155E+00
  0.2600E+00  0.1193E+00
  0.2700E+00  0.1727E+00
  0.2800E+00  0.1150E+00
  0.2900E+00  0.1267E+00
  0.3000E+00  0.8550E-01
  0.3100E+00  0.8080E-01
  0.3200E+00  0.4870E-01
  0.3300E+00  0.6270E-01
  0.3400E+00  0.5950E-01
  0.3500E+00  0.9420E-01
  0.3600E+00  0.5900E-01
  0.3700E+00  0.8490E-01
  0.3800E+00  0.7260E-01
  0.3900E+00  0.6700E-01
  0.4000E+00  0.4350E-01
  0.4100E+00  0.8940E-01
  0.4200E+00  0.6020E-01
  0.4300E+00  0.2850E-01
  0.4400E+00  0.2360E-01
  0.4500E+00  0.4030E-01
  0.4600E+00  0.6070E-01
  0.4700E+00  0.2740E-01
  0.4800E+00  0.2980E-01
  0.4900E+00  0.3270E-01
  0.5000E+00  0.4500E-01
  0.5100E+00  0.4110E-01
  0.5200E+00  0.5130E-01
  0.5300E+00  0.3960E-01
  0.5400E+00  0.3810E-01
  0.5500E+00  0.4090E-01
  0.5600E+00  0.3330E-01
  0.5700E+00  0.2240E-01
  0.5800E+00  0.2790E-01
  0.5900E+00  0.3140E-01
  0.6000E+00  0.3010E-01
  0.6100E+00  0.3130E-01
  0.6200E+00  0.2170E-01
  0.6300E+00  0.2140E-01
  0.6400E+00  0.2480E-01
  0.6500E+00  0.2150E-01
  0.6600E+00  0.1530E-01
  0.6700E+00  0.9600E-02
  0.6800E+00  0.1080E-01
  0.6900E+00  0.1880E-01
  0.7000E+00  0.1410E-01
  0.7100E+00  0.1420E-01
  0.7200E+00  0.1080E-01
  0.7300E+00  0.9400E-02
  0.7400E+00  0.7400E-02
  0.7500E+00  0.1110E-01
  0.7600E+00  0.1000E-01
  0.7700E+00  0.6300E-02
  0.7800E+00  0.4600E-02
  0.7900E+00  0.3700E-02
  0.8000E+00  0.2800E-02
  0.8100E+00  0.6700E-02
  0.8200E+00  0.4300E-02
  0.8300E+00  0.2700E-02
  0.8400E+00  0.2000E-02
  0.8500E+00  0.2100E-02
  0.8600E+00  0.3100E-02
  0.8700E+00  0.1800E-02
  0.8800E+00  0.1900E-02
  0.8900E+00  0.1900E-02
  0.9000E+00  0.1400E-02
  0.9100E+00  0.5000E-03
  0.9200E+00  0.1500E-02
  0.9300E+00  0.1900E-02
  0.9400E+00  0.2100E-02
  0.9500E+00  0.1000E-02
  0.9600E+00  0.1300E-02
  0.9700E+00  0.1400E-02
  0.9800E+00  0.9000E-03
  0.9900E+00  0.1200E-02
  0.1000E+01  0.1500E-02
